text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
@GaryPeters @BrendaLLawrence @SenStabenow @DebDingell why are all of you so silent on the #Republicans trying to de… https://t.co/bKc9ayraan,FALSE,0,GaryPeters,2020-11-20T01:45:32Z,TRUE,NA,1329601739650117632,145292853,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",LizJ99,0,FALSE,FALSE,NA,NA
"As always, ""it's the economy stupid"". Although the #Democrats were responsible for pushing the #Republicans to get… https://t.co/b2oYi7eyks",FALSE,0,NA,2020-11-20T01:44:58Z,TRUE,NA,1329601598700486656,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jwsapp,0,FALSE,FALSE,NA,NA
@JudiciaryGOP @Jim_Jordan @RepJamesComer But what about those calls not to investigate #Trump and/or #pardon #Trump… https://t.co/OsxgjSyvpJ,FALSE,0,JudiciaryGOP,2020-11-20T01:44:55Z,TRUE,1329249071996039173,1329601583907278853,1131917492,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jlopiccoloesq,0,FALSE,FALSE,NA,NA
@Meidas_KatiePB1 @OutOfFucksQueen #Republicans stole #Thanksgiving &amp; #Christmas #Holidays because #RepublicansforCovid,FALSE,0,Meidas_KatiePB1,2020-11-20T01:44:53Z,FALSE,1329583727450730497,1329601577754251265,1267471847089754113,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",lindellgirl,0,FALSE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:44:19Z,FALSE,NA,1329601435282116610,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RooseveltBarfi1,268,TRUE,FALSE,NA,NA
@GovLarryHogan @NatlGovsAssoc @CNNSitRoom I’m sorry @GovLarryHogan ... where were @TheDemocrats the past 4 years in… https://t.co/d500fMlP2T,FALSE,0,GovLarryHogan,2020-11-20T01:43:26Z,TRUE,1329577119257485312,1329601213772521473,2987671552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bayboater33,0,FALSE,FALSE,NA,NA
RT @dianeeldredge99: #Trump is America’s Biggest Threat! #Republicans you either support #AmericaOrTrump you can’t do both!!! #JoeBidenIsPr…,FALSE,0,NA,2020-11-20T01:43:19Z,FALSE,NA,1329601183699255297,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stevenacurtis,2,TRUE,FALSE,NA,NA
"It is not disloyalty or snitching, when you call out someone breaking the rules. It’s called being a good citizen.… https://t.co/EDBQYDHFyc",FALSE,0,NA,2020-11-20T01:43:02Z,TRUE,NA,1329601113461563392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RSCivitas,0,FALSE,FALSE,NA,NA
@AOC If u took a History Class u would know #RepublicanParty was formed to fight #slavery &amp; #Republicans continued… https://t.co/Frpfi8cmcV,FALSE,0,AOC,2020-11-20T01:42:32Z,TRUE,1329547394132938759,1329600984381788161,138203134,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DDinlllinois,0,FALSE,FALSE,NA,NA
"On January 20,2001 12:01 pm there needs to be arrests and indictments made against several #Republicans for… https://t.co/Myn269XQEY",FALSE,0,NA,2020-11-20T01:42:01Z,TRUE,NA,1329600856594014208,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NicBy4,0,FALSE,FALSE,NA,NA
@LouGarza86 @joebiden is giving #trump and #Republicans death by a thousand cuts. Patience Grasshopper. https://t.co/a1RJB4MdKJ,FALSE,0,LouGarza86,2020-11-20T01:41:57Z,FALSE,1329559743304753152,1329600838663237633,1206202757599903744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WillSolly2,0,FALSE,FALSE,NA,NA
"@Scaramucci to Anthony Scaramucci 

This is real! 
At 768 pages of weight in my backpack, it's real all right.… https://t.co/HXRCYh1nRJ",FALSE,0,Scaramucci,2020-11-20T01:41:14Z,TRUE,NA,1329600660342513664,24578794,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LeoOfMontreal,0,FALSE,FALSE,NA,NA
@Jim_Jordan #Dems aren't gonna soak taxpayers for a million-plus to pay for a Congressional investigation into an e… https://t.co/eXZSA8fBRj,FALSE,0,Jim_Jordan,2020-11-20T01:41:07Z,TRUE,1329496996470808578,1329600628201492483,18166778,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JillPiggott,0,FALSE,FALSE,NA,NA
Calling all #Republicans #DonaldTrump #TrumpLiedPeopleDied https://t.co/Mu3bIO3et1,FALSE,0,NA,2020-11-20T01:40:36Z,FALSE,NA,1329600498144579584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Davesgirl1019,0,FALSE,FALSE,NA,NA
#Republicans don't care about #American people.,FALSE,0,NA,2020-11-20T01:40:22Z,FALSE,NA,1329600439957020673,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cutrolosophy,0,FALSE,FALSE,NA,NA
@DanaBashCNN Anderson Cooper (@AC360) @ScottJenningsKY  that nonsense Mr Jennings a bulk of #Republicans vote repub… https://t.co/4cnBLmmInb,FALSE,0,DanaBashCNN,2020-11-20T01:39:08Z,TRUE,NA,1329600128907415552,108617810,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KennethC10,0,FALSE,FALSE,NA,NA
RT @AracelSandoval: Oregon’s #liberal elite should welcome the elimination of #Republicans from it’s far Left wing borders. Social purity a…,FALSE,0,NA,2020-11-20T01:39:01Z,FALSE,NA,1329600100079857667,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AracelSandoval,1,TRUE,FALSE,NA,NA
@RepMikeJohnson @Jim_Jordan How do any #Republicans justify calling anyone #snowflakes? They are they are the singl… https://t.co/hOzv3EriO1,FALSE,0,RepMikeJohnson,2020-11-20T01:38:47Z,TRUE,1329499727075954689,1329600042341109760,827279765287559171,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattVal62792062,0,FALSE,FALSE,NA,NA
Oregon’s #liberal elite should welcome the elimination of #Republicans from it’s far Left wing borders. Social puri… https://t.co/ki8cy92Nqy,FALSE,0,NA,2020-11-20T01:37:47Z,TRUE,NA,1329599791911735297,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AracelSandoval,1,FALSE,FALSE,NA,NA
"RT @confunctionist: Georgia confirms Biden won.

#Republicans, stop doing Putin's work by undermining US elections. https://t.co/Xn4GZNe4wC",FALSE,0,NA,2020-11-20T01:36:08Z,FALSE,NA,1329599376365285377,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheresaDAndria,8,TRUE,FALSE,NA,NA
This just in: #Republicans don’t do anything about @realDonaldTrump because not a single one of them outside of… https://t.co/i6eXmzjnIw,FALSE,0,NA,2020-11-20T01:35:57Z,TRUE,NA,1329599329208819713,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattVal62792062,0,FALSE,FALSE,NA,NA
#TrumpIsALaughingStock #TrumpSupporters #TrumpConcede now! #Republicans need to move forward and help curb #COVID19… https://t.co/ebM5ye16bS,FALSE,0,NA,2020-11-20T01:35:37Z,TRUE,NA,1329599243653439488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JamesSwartz60,0,FALSE,FALSE,NA,NA
"Take this advice &amp; ink it, all #Republicans. https://t.co/TIbKnQGjRz",FALSE,0,NA,2020-11-20T01:35:03Z,FALSE,NA,1329599101693009920,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gastropoda,0,FALSE,FALSE,NA,NA
"#DemocraticStrategist 
#Republicans who #Resist #CivilRights #HumanRights @TheDemocrats have not nominate a Democra… https://t.co/VA8ghu4pjJ",FALSE,0,NA,2020-11-20T01:34:59Z,TRUE,NA,1329599086467706881,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MimiTexasAngel,0,FALSE,FALSE,NA,NA
"@washingtonpost #Republicans only
believe in democracy when they win
believe in States Rights on issues they suppor… https://t.co/M4fssIVWb8",FALSE,0,washingtonpost,2020-11-20T01:34:53Z,TRUE,1329143694642065409,1329599062199382022,2467791,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",conlibe,0,FALSE,FALSE,NA,NA
@ScottJenningsKY thank you for you your comments on @AC360  please get with your right minded #Republicans and fix… https://t.co/lDL2lN8yRs,FALSE,0,ScottJenningsKY,2020-11-20T01:34:49Z,TRUE,NA,1329599043245314056,18986695,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarcSimchowitz,0,FALSE,FALSE,NA,NA
#Republicans https://t.co/6xiJutmH8L,FALSE,0,NA,2020-11-20T01:34:21Z,FALSE,NA,1329598928258535425,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LeTigre06164421,0,FALSE,FALSE,NA,NA
#Republicans conspire to throw-out lawful ballots in counties #Biden won only. #Sedition #VoteGOPOut #TreasonWatch,FALSE,0,NA,2020-11-20T01:33:49Z,FALSE,NA,1329598790911877120,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bPositive_,0,FALSE,FALSE,NA,NA
"@thehill Of course, the saw how #Republicans are so stupid to fall for their lies. https://t.co/8Af97aNI1I",FALSE,0,thehill,2020-11-20T01:33:13Z,FALSE,1329535435626983435,1329598641451851777,1917731,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mggtoscano,0,FALSE,FALSE,NA,NA
@glennkirschner2 @CarrieResister He is blatantly trying to change the outcome of the election and no one is doing a… https://t.co/MjPfSn6RBp,FALSE,1,glennkirschner2,2020-11-20T01:33:04Z,TRUE,1329586773186457600,1329598603128606720,1003107003693137921,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LisaAStanley127,0,FALSE,FALSE,NA,NA
"@JeffFlake There ARE words, but your fellow #Republicans are too cowardly to say them.",FALSE,0,JeffFlake,2020-11-20T01:32:48Z,FALSE,1329570566689284097,1329598536003022851,16056306,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MPaul888,0,FALSE,FALSE,NA,NA
#republicans will do everything they can to destroy America before @JoeBiden takes office. THERE IS NOT A PATRIOT A… https://t.co/Vzqxk4AlR3,FALSE,0,NA,2020-11-20T01:32:45Z,TRUE,NA,1329598522392518664,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Sharon_Moore60,0,FALSE,FALSE,NA,NA
George Soros is our enemy not our savior. Republicans must start doing more to keep us safe. Families no longer fee… https://t.co/OdtFxoATiP,FALSE,0,NA,2020-11-20T01:32:19Z,TRUE,NA,1329598414745710592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",julainefc,0,FALSE,FALSE,NA,NA
RT @thedavidsauers: @newsmax My biggest question this whole 🗳 season has been what do the #Democrats have on the #Republicans that are cavi…,FALSE,0,NA,2020-11-20T01:31:47Z,FALSE,NA,1329598281324900352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CindGowerGlover,1,TRUE,FALSE,NA,NA
"@marcorubio Not true. They just like HONEST, DECENT #Republicans. They are hard to find these days...",FALSE,0,marcorubio,2020-11-20T01:31:40Z,FALSE,1329410853435797505,1329598251675258880,15745368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Leafsmama,0,FALSE,FALSE,NA,NA
Trump is using all loopholes to try and steal the word of the people. He should be tried for treason. He doesn't ca… https://t.co/IhPUB5XfYU,FALSE,0,NA,2020-11-20T01:31:28Z,TRUE,NA,1329598201771544576,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Laurakgrady3,0,FALSE,FALSE,NA,NA
"Good,good, good! #Republicans are a disgrace! Conspiracy theories are damaging the country today and will hurt Repu… https://t.co/wmhmuccycn",FALSE,0,NA,2020-11-20T01:30:50Z,TRUE,NA,1329598042815787011,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TiknisArts,0,FALSE,FALSE,NA,NA
@thomaskaine5 @PattyArquette Don’t believe it when #Republicans lie and tell you that @SpeakerPelosi is holding up… https://t.co/8tyRmLkAj9,FALSE,0,thomaskaine5,2020-11-20T01:30:15Z,TRUE,1329188096957706245,1329597894027059200,860654500431880192,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Sharon_Moore60,0,FALSE,FALSE,NA,NA
#CorruptGOP #Republicans will only help the billionaires  https://t.co/MRLHGxPJoi,FALSE,0,NA,2020-11-20T01:29:46Z,FALSE,NA,1329597773105291264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VinVinPhilly,0,FALSE,FALSE,NA,NA
"The Richest, Most powerful &amp; the biggest political machine in the world, the #Republican Party is STILL UNABALE fin… https://t.co/Y8ASBQ12oc",FALSE,0,NA,2020-11-20T01:29:22Z,TRUE,NA,1329597672110645248,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PCadfael,0,FALSE,FALSE,NA,NA
Why is the @SenateGOP @HouseGOP  supporting trump in convincing #Republicans that voting doesn’t matter. Cutting th… https://t.co/uo4WVLWlRL,FALSE,0,NA,2020-11-20T01:27:58Z,TRUE,NA,1329597319390650372,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Irma_GerdFL,0,FALSE,FALSE,NA,NA
"#republicans who believe #TrumpIsMyPresident — cheat, lie and steal is their standard operating procedure 🤥 https://t.co/W9JUra0CSq",FALSE,0,NA,2020-11-20T01:27:32Z,FALSE,NA,1329597210590400520,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realwordsspoken,0,FALSE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:27:16Z,FALSE,NA,1329597143213084675,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TeamBlu83954062,268,TRUE,FALSE,NA,NA
RT @NastyNana16: @kurteichenwald @senatemajldr @LindseyGrahamSC @SenatorCollins @marcorubio @GOPChairwoman I am deeply shocked. I thought t…,FALSE,0,NA,2020-11-20T01:27:04Z,FALSE,NA,1329597093413994497,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sukischoe,1,TRUE,FALSE,NA,NA
#Republicans must now decide if they are citizens of #America or citizens of #Trumpistan.  @ProjectLincoln,FALSE,0,NA,2020-11-20T01:26:58Z,FALSE,NA,1329597068206252032,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",circ62951413,0,FALSE,FALSE,NA,NA
@mtgreenee @realDonaldTrump #House #Republicans will RUIN their #Careers if they continue enabling the #corrupt… https://t.co/b2AMfL01nv,FALSE,0,mtgreenee,2020-11-20T01:25:55Z,TRUE,1329261913834991616,1329596804485230592,826065164504006657,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gravityhostage1,0,FALSE,FALSE,NA,NA
"#Republicans must now decide if they are citizens of #America or citizens of #Trumpistan.  
@ArmyChiefStaff… https://t.co/r9QK06d4D9",FALSE,0,NA,2020-11-20T01:25:46Z,TRUE,NA,1329596768393125891,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",circ62951413,0,FALSE,FALSE,NA,NA
@RawStory @fbi is always investigating &amp; never bring any charges #RudyGiuliani #Republicans these people are above… https://t.co/69LuSR83qp,FALSE,1,RawStory,2020-11-20T01:25:46Z,TRUE,1329595622392008704,1329596767659323394,16041234,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Niniyako28,0,FALSE,FALSE,NA,NA
"#Hilarious VS #Horrifying VS #Dangerous

- For more than 200 yrs we‘ve been a nation of #Laws w #FreeAndFair… https://t.co/UQgS7fuVqb",FALSE,1,Starbright489,2020-11-20T01:25:14Z,TRUE,1329594572108943364,1329596633521266688,1154952166815281157,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Starbright489,0,FALSE,FALSE,NA,NA
@mtgreenee @realDonaldTrump Well I guess you are in the wrong party because #Republicans have zero #Integrity and I… https://t.co/PuXEMcHsxY,FALSE,0,mtgreenee,2020-11-20T01:24:50Z,TRUE,1329261913834991616,1329596529565343744,826065164504006657,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BMalli113,0,FALSE,FALSE,NA,NA
"#Republicans does this #Clown, #Rudy, make you proud???  It's just sad now.  Go home Rudy, join AA, just GTFO.… https://t.co/EEgGFcs4XA",FALSE,1,NA,2020-11-20T01:24:44Z,TRUE,NA,1329596506723278848,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Soledad_Haren,0,FALSE,FALSE,NA,NA
RT @OPruntyPoetess: @ReverendWarnock @KLoeffler Dear #Georgia America needs YOU - we must pull together and defeat the #Republicans in the…,FALSE,0,NA,2020-11-20T01:24:30Z,FALSE,NA,1329596446790746112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ConnieRadler,10,TRUE,FALSE,NA,NA
"@marceelias This whole situation, on the #Republicans behalf has been as ill willed and #Ignorant as it could possi… https://t.co/MNvY8eYt2K",FALSE,0,marceelias,2020-11-20T01:24:20Z,TRUE,1329530517327384584,1329596404298297346,23281108,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TrumpsA_Moron,0,FALSE,FALSE,NA,NA
#Republicans must now decide if they are citizens of #America or citizens of #Trumpistan. Their very soul is at sta… https://t.co/AI2Ac923Fv,FALSE,0,NA,2020-11-20T01:24:17Z,TRUE,NA,1329596392201863168,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",circ62951413,0,FALSE,FALSE,NA,NA
#Republicans must now decide if they are citizens of #America or citizens of #Trumpistan. Their very soul is at sta… https://t.co/1Sq87JC84c,FALSE,0,NA,2020-11-20T01:23:40Z,TRUE,NA,1329596238015053824,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",circ62951413,0,FALSE,FALSE,NA,NA
RT @WePoll_TheGame: When #Republicans say #legalvotes and #illegalvotes do they really mean #votes by #White people and by non-white people…,FALSE,0,NA,2020-11-20T01:23:23Z,FALSE,NA,1329596167739633664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattyDHarris784,2,TRUE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:22:45Z,FALSE,NA,1329596008779624454,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_BTSOUTALENTED,268,TRUE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:22:08Z,FALSE,NA,1329595853531705344,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Susieblacksheep,268,TRUE,FALSE,NA,NA
@maddenifico 🤬🤬#Republicans CANNOT WIN UNLESS they CHEAT.,FALSE,0,maddenifico,2020-11-20T01:21:53Z,FALSE,1329593376883286019,1329595788910006273,349803020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",too2much,0,FALSE,FALSE,NA,NA
Any lives lost due to violence from #Republicans becoming total sore losers will be blood on your hands.  History w… https://t.co/XJYAkz5HVr,FALSE,0,flsnupe,2020-11-20T01:21:19Z,TRUE,1329595643589963776,1329595645016072199,564251805,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",flsnupe,0,FALSE,FALSE,NA,NA
#Republicans aka the #RadicalRight have destroyed their legacy.  I don't see other countries becoming socialist bec… https://t.co/tMzDKTgUER,FALSE,0,NA,2020-11-20T01:20:26Z,TRUE,NA,1329595425402327041,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ChattyCarnation,0,FALSE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:20:24Z,FALSE,NA,1329595417894514689,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yday1wny,268,TRUE,FALSE,NA,NA
Com’n Chavez 😂😂#Republicans,FALSE,0,NA,2020-11-20T01:20:21Z,FALSE,NA,1329595401851318274,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Philabe,0,FALSE,FALSE,NA,NA
"To all the #Republicans in congress who are supporting @realDonaldTrump : when #trump goes down, yer going too.",FALSE,0,NA,2020-11-20T01:20:14Z,FALSE,NA,1329595373099184129,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rajkirk_elefunt,0,FALSE,FALSE,NA,NA
This baseless #Elections2020 fraud controversy isn't happening because #Trump refuses to #ConcedeAlready; it's happ… https://t.co/fZGfDePdlG,FALSE,0,NA,2020-11-20T01:19:42Z,TRUE,NA,1329595240311828481,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RamentiVeritas,0,FALSE,FALSE,NA,NA
"@edbott If the situation were reversed, #Republicans would have launched three investigations, non-stop coverage on… https://t.co/rEdrsgcV22",FALSE,1,edbott,2020-11-20T01:19:42Z,TRUE,1329593202802794497,1329595239233855489,12199652,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BigHeadTales,0,FALSE,FALSE,NA,NA
RT @OPruntyPoetess: @ReverendWarnock @KLoeffler Dear #Georgia America needs YOU - we must pull together and defeat the #Republicans in the…,FALSE,0,NA,2020-11-20T01:19:36Z,FALSE,NA,1329595215154298880,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",debfromca,10,TRUE,FALSE,NA,NA
"RT @confunctionist: Georgia confirms Biden won.

#Republicans, stop doing Putin's work by undermining US elections. https://t.co/Xn4GZNe4wC",FALSE,0,NA,2020-11-20T01:18:08Z,FALSE,NA,1329594845946654723,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",da4ceb607ac34c8,8,TRUE,FALSE,NA,NA
"@Jim_Jordan #Trump must be stopped from dismantling #American #Democracy.

Why don't #Republicans agree?",FALSE,0,Jim_Jordan,2020-11-20T01:17:51Z,FALSE,1329496996470808578,1329594775700377602,18166778,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RebelLeader10,0,FALSE,FALSE,NA,NA
#WearAMask #WearADamnMask #Republicans #TrumpSupporters need to understand how serious this is!! This is is bigger… https://t.co/ZEabgAFn1H,FALSE,0,NA,2020-11-20T01:17:46Z,TRUE,NA,1329594754233937924,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JamesSwartz60,0,FALSE,FALSE,NA,NA
"RT @LeslieMarshall: I want every #Democrat in every state in 2022 to remember what the #gop &amp; #Republicans tried to do to our country, elec…",FALSE,0,NA,2020-11-20T01:17:36Z,FALSE,NA,1329594712441958402,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mamanthem,268,TRUE,FALSE,NA,NA
"@realDonaldTrump @SenateGOP @HouseGOP Hey, #Republicans, can you hold an #intervention for #DelusionalDonald?  It's… https://t.co/JH1osjcPGv",FALSE,0,realDonaldTrump,2020-11-20T01:16:59Z,TRUE,NA,1329594556019564544,25073877,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Soledad_Haren,0,FALSE,FALSE,NA,NA
@BillKristol But they won't cuz Don has eaten #Republicans souls.,FALSE,2,BillKristol,2020-11-20T01:16:27Z,FALSE,1329574216593764353,1329594421327917062,2800581040,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NastyNana16,0,FALSE,FALSE,NA,NA
radical left #MainstreamMedia) @POTUS and #Republicans will be the bad guy(s) here blamed for this #Election2020 cl… https://t.co/6pZfsO74Cw,FALSE,0,Northerndrums,2020-11-20T01:15:53Z,TRUE,1329594272975294470,1329594279820484610,790945526745337856,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Northerndrums,0,FALSE,FALSE,NA,NA
"RT @confunctionist: Georgia confirms Biden won.

#Republicans, stop doing Putin's work by undermining US elections. https://t.co/Xn4GZNe4wC",FALSE,0,NA,2020-11-20T01:15:12Z,FALSE,NA,1329594107795185664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuburbanMomVote,8,TRUE,FALSE,NA,NA
@Newsweek @realDonaldTrump can go to any length...he knows it wont b3 easy for him to face criminal charges after J… https://t.co/re6B27SHSE,FALSE,0,Newsweek,2020-11-20T01:15:09Z,TRUE,1329567341244452864,1329594094780223489,2884771,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LongmanGill,0,FALSE,FALSE,NA,NA
Yes @allinwithchris Yes #Republicans are trying 2 overturn the election 4 #Trump and I hope your network and #CNN w… https://t.co/yRp4ablvtr,FALSE,3,NA,2020-11-20T01:14:42Z,TRUE,NA,1329593981261422593,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StCyrlyMe2,0,FALSE,FALSE,NA,NA
"RT @confunctionist: Georgia confirms Biden won.

#Republicans, stop doing Putin's work by undermining US elections. https://t.co/Xn4GZNe4wC",FALSE,0,NA,2020-11-20T01:14:35Z,FALSE,NA,1329593952064909321,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Radar_Funk,8,TRUE,FALSE,NA,NA
#Republicans are no longer https://t.co/OSIf056U5w,FALSE,0,NA,2020-11-20T01:14:19Z,FALSE,NA,1329593887015497728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RoRawlins,0,FALSE,FALSE,NA,NA
#Republicans hope you have vote counters at least equal to dems in GA in your elections!  Not just watchers! @GOPLeader @GOP,FALSE,0,NA,2020-11-20T01:14:19Z,FALSE,NA,1329593883882188801,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RosalieAnn84,0,FALSE,FALSE,NA,NA
